"","name","city","postalCode","address","url","longitude","latitude"
"2162","BIELEFELD - Ringlokschuppen","Bielefeld",33609,"Stadtheider Strasse 11","http://www.ticketmaster.de/venue/287299",8.551322,52.036331
"2163","Garage (Kleiner Club)","Saarbrücken",66111,"Bleichstrasse 11-15","http://www.ticketmaster.de/venue/287292",NA,NA
"2164","E-Werk (Clubbühne)","Erlangen",91054,"Fuchsenwiese 1","http://www.ticketmaster.de/venue/287290",NA,NA
"2165","Instituto Cervantes","Hamburg",20095,"Burchardstrasse","http://www.ticketmaster.de/venue/287306",NA,NA
"2166","Millerntorstadtion (Ballsaal)","Hamburg",20359,"Heiligengeistfeld","http://www.ticketmaster.de/venue/287302",NA,NA
"2167","Feierwerk (Orangehouse)","München",81373,"Hansastrasse 39-41","http://www.ticketmaster.de/venue/287300",NA,NA
"2168","SC Victoria Stadion / Hoheluft Stadion","Hamburg",20251,"Lokstedter Steindamm 87","http://www.ticketmaster.de/venue/287284",NA,NA
"2169","HAMBURG - Markthalle (MarX)","Hamburg",20095,"Klosterwall 11","http://www.ticketmaster.de/venue/287280",10.006796,53.549447
"2170","LINGEN - Alter Schlachthof","Lingen",49808,"Konrad Adenauer Ring 40","http://www.ticketmaster.de/venue/287276",NA,NA
"2171","Luxor","Köln",50674,"Luxemburger Strasse 40","http://www.ticketmaster.de/venue/287273",6.939441,50.927385
"2172","Z-Bau","Nürnberg",90461,"Frankenstrasse 200","http://www.ticketmaster.de/venue/287390",NA,NA
"2173","Kulturzelt","Wolfhagen",34466,"Parkgelände Teichwiesen","http://www.ticketmaster.de/venue/287388",NA,NA
"2174","641","Grossbreitenbach",98701,"Hauptstrasse 107","http://www.ticketmaster.de/venue/287361",NA,NA
"2175","ESSEN - Cafe Nova","Essen",45355,"Stolbergstrasse 54","http://www.ticketmaster.de/venue/287365",6.957019,51.477444
"2176","Harmonie Oldenburg","Oldenburg",26135,"Dragoner Strasse 59","http://www.ticketmaster.de/venue/287363",NA,NA
"2177","BREMEN - Die Glocke (Kleiner Saal)","Bremen",28195,"Domsheide 4-5","http://www.ticketmaster.de/venue/287355",NA,NA
"2178","Kulisse","Arnstadt",99310,"Kohlenmarkt 8","http://www.ticketmaster.de/venue/287353",NA,NA
"2179","Alter Gasometer","Zwickau",8056,"Kleine Biergasse 3","http://www.ticketmaster.de/venue/287359",NA,NA
"2180","Hirsch","Nürnberg",90441,"Vogelweiherstrasse 66","http://www.ticketmaster.de/venue/287368",11.07156,49.426307
"2181","628","Wasserleben",38871,"Kirchplatz","http://www.ticketmaster.de/venue/287348",NA,NA
"2182","659","Merchweiler",66589,"Schulstrasse 37","http://www.ticketmaster.de/venue/287379",NA,NA
"2183","Waldbühne","Northeim",37154,"Am Gesundbrunnen","http://www.ticketmaster.de/venue/287376",NA,NA
"2184","HAMBURG - Grüner Jäger","Hamburg",20359,"Neuer Pferdemarkt 36","http://www.ticketmaster.de/venue/287373",9.96366,53.556759
"2185","Hansa 39 (Feierwerk)","München",81373,"Hansastrasse 39-41","http://www.ticketmaster.de/venue/287383",11.533218,48.129719
"2186","Universum","Stuttgart",70173,"Charlottenplatz 1","http://www.ticketmaster.de/venue/287445",9.182978,48.776516
"2187","HAMBURG - Stage Club ","Hamburg",22769,"Stresemannstrasse 163","http://www.ticketmaster.de/venue/287452",NA,NA
"2188","Kulthalle","Marburg",35039,"Temmlerstrasse 7","http://www.ticketmaster.de/venue/287447",NA,NA
"2189","735","Erfurt-Molsdorf",99192,"Marienthalstrasse 10","http://www.ticketmaster.de/venue/287455",NA,NA
"2190","Kapernaumkirche","Berlin",13353,"Seestrasse 34-35","http://www.ticketmaster.de/venue/287404",NA,NA
"2191","Cord Club","München",80336,"Sonnenstrasse 18","http://www.ticketmaster.de/venue/287403",NA,NA
"2192","Tivoli","Bremen",28309,"Hannoversche Strasse 11","http://www.ticketmaster.de/venue/287405",8.885169,53.055966
"2193","Skaters Palace","Münster",48153,"Dahlweg 126","http://www.ticketmaster.de/venue/287399",NA,NA
"2194","Stadthalle Aschaffenburg","Aschaffenburg",63739,"Schlossplatz 1","http://www.ticketmaster.de/venue/287397",9.144427,49.976131
"2195","Domicil","Dortmund",44147,"Hansastrasse 7","http://www.ticketmaster.de/venue/287409",NA,NA
"2196","Kassablanca Gleis 1","Jena",7745,"Felsenkellerstrasse 13a","http://www.ticketmaster.de/venue/287395",11.577955,50.92067
"2197","Kantine","Köln",50735,"Neusser Landstrasse 2","http://www.ticketmaster.de/venue/287481",6.936869,50.998519
"2198","Malzhaus","Plauen",8527,"Alter Teich 7","http://www.ticketmaster.de/venue/287461",NA,NA
"2199","Palais am Prinzenberg","Meiningen",98617,"Helenenstraße 1","http://www.ticketmaster.de/venue/287510",NA,NA
"2200","Schlachthof","Kassel",34127,"Mombachstrasse 12","http://www.ticketmaster.de/venue/287480",NA,NA
"2201","Stadthalle Schweinfurt","Schweinfurt",97421,"Friedrich Ebert Strasse 20","http://www.ticketmaster.de/venue/287458",NA,NA
"2202","St. Wigberti Kirche","Niederzimmern",99428,NA,"http://www.ticketmaster.de/venue/287456",NA,NA
"2203","Scheune Semlin","Rathenow",14712,"Dorfstrasse 10","http://www.ticketmaster.de/venue/287467",NA,NA
"2204","Schwedenkai (Stena-Terminal)","Kiel",24103,"Schwedenkai 1","http://www.ticketmaster.de/venue/287457",NA,NA
"2205","Rennbahn","Leipzig",4107,"Rennbahnweg 2a","http://www.ticketmaster.de/venue/287433",NA,NA
"2206","705","Hannover",30165,"Glockseestrasse 35","http://www.ticketmaster.de/venue/287425",NA,NA
"2207","Annenkirche","Dresden",1067,"Annenstrasse","http://www.ticketmaster.de/venue/287442",NA,NA
"2208","Planet","Nürnberg",90411,"Klingenhofstrasse 40","http://www.ticketmaster.de/venue/287439",NA,NA
"2209","Cafe Muffathalle","München",81667,"Zellstrasse 4","http://www.ticketmaster.de/venue/287435",NA,NA
"2210","Nicolaikirche","Dortmund",44137,"Lindemannstrasse 70","http://www.ticketmaster.de/venue/287444",NA,NA
"2211","Essigfabrik","Köln",50679,"Siegburger Strasse 110","http://www.ticketmaster.de/venue/287426",6.978198,50.924791
"2212","Moya","Rostock",18055,"Kröpeliner Strasse 56 / Ecke Kuhstrasse","http://www.ticketmaster.de/venue/287421",NA,NA
"2213","HALLE-SAALE - Objekt 5","Halle-Saale",6114,"Seebener Strasse 5","http://www.ticketmaster.de/venue/287429",NA,NA
"2214","Jolly Joker","Braunschweig",38118,"Broitzemer Strasse 220","http://www.ticketmaster.de/venue/287414",10.499694,52.2563
"2215","Hellraiser","Leipzig-Engelsdorf",4319,"Werkstättenstrasse 4","http://www.ticketmaster.de/venue/287417",NA,NA
"2216","Professorenhaus","Lingen",49808,"Universitätsplatz 5-6","http://www.ticketmaster.de/venue/287411",NA,NA
"2217","Stahlwerk","Düsseldorf",40233,"Ronsdorfer Strasse 134","http://www.ticketmaster.de/venue/287341",NA,NA
"2218","620","München",81671,"Rosenheimer Strasse 143","http://www.ticketmaster.de/venue/287340",NA,NA
"2219","Tonhalle","München",81671,"Grafinger Strasse 6","http://www.ticketmaster.de/venue/287347",11.608627,48.123333
"2220","Festivalgelände","Neustrelitz",17235,"Bürgerseeweg 29","http://www.ticketmaster.de/venue/287342",NA,NA
"2221","617","Steinbach",98667,"Eisfelder Strasse 11","http://www.ticketmaster.de/venue/287337",NA,NA
"2222","IMTECH Arena","Hamburg",22525,"Sylvesterallee","http://www.ticketmaster.de/venue/287349",9.898214,53.587153
"2223","Der Hugo","Gera",7545,"Hinter der Mauer 8","http://www.ticketmaster.de/venue/287356",NA,NA
"2224","638","Krefeld",47803,"Westparkstrasse","http://www.ticketmaster.de/venue/287358",NA,NA
"2225","634","Neuküstrinchen",16259,"Neuküstrinchen 1","http://www.ticketmaster.de/venue/287354",NA,NA
"2226","Eisenbahnhalle","Losheim am See",66679,"Streifstrasse 3a","http://www.ticketmaster.de/venue/287386",NA,NA
"2227","Circus Maximus","Koblenz",56068,"Stegemannstrasse 30","http://www.ticketmaster.de/venue/287384",7.594282,50.356364
"2228","Fährmannsfest Gelände","Hannover",30169,"Weddigenufer","http://www.ticketmaster.de/venue/287375",NA,NA
"2229","Volksbad","Flensburg",24939,"Schiffbrücke 67","http://www.ticketmaster.de/venue/287374",NA,NA
"2230","Tower Musikclub","Bremen",28195,"Herdentorsteinweg 7a","http://www.ticketmaster.de/venue/287367",NA,NA
"2231","649","Bad Groenenbach",87730,"Hinter den Gärten 4","http://www.ticketmaster.de/venue/287369",NA,NA
"2232","Baderscheune","Eilenburg",4838,"Bergstrasse 29a","http://www.ticketmaster.de/venue/287380",NA,NA
"2233","Congress Park (Spiegelsaal)","Wolfsburg",38440,"Heinrich Heine Strasse","http://www.ticketmaster.de/venue/287362",NA,NA
"2234","Ostwerk","Augsburg",86165,"Partnachweg 2","http://www.ticketmaster.de/venue/287527",NA,NA
"2235","644","Schotten-Rainrod",63679,NA,"http://www.ticketmaster.de/venue/287364",NA,NA
"2236","Music Hall","Altenburg",4600,"Johannisgraben 4","http://www.ticketmaster.de/venue/287517",NA,NA
"2237","Haus Felsenkeller","Altenkirchen",57610,"Marktstrasse 30","http://www.ticketmaster.de/venue/287518",NA,NA
"2238","Stadthalle Apolda","Apolda",99510,"Klause 1","http://www.ticketmaster.de/venue/287522",NA,NA
"2239","Kammerspiele","Ansbach",91522,"Maximilianstrasse 27a","http://www.ticketmaster.de/venue/287521",NA,NA
"2240","805","Aurich",26603,"An der Johanniskirche 2","http://www.ticketmaster.de/venue/287525",NA,NA
"2241","804","Aschersleben",6449,"Hecknerstrasse 6","http://www.ticketmaster.de/venue/287524",NA,NA
"2242","BERLIN - Magnet","Berlin",10405,"Greifswalder Strasse 212-213","http://www.ticketmaster.de/venue/287332",NA,NA
"2243","Stadthalle Lauda","Lauda-Königshofen",97922,"Becksteiner Str. 60","http://www.ticketmaster.de/venue/287335",NA,NA
"2244","REGENSBURG - St. Oswald Kirche","Regensburg",93047,"Weissgerbergraben 1","http://www.ticketmaster.de/venue/288343",NA,NA
"2245","WETZLAR - St. Walburgis","Wetzlar",35576,"Gutleutstrasse 3","http://www.ticketmaster.de/venue/288349",NA,NA
"2246","ROTHENBURG - Stadtkirche","Rothenburg-Wümme",27356,"Am Kirchhof 9","http://www.ticketmaster.de/venue/288345",NA,NA
"2247","BREMEN - Moments","Bremen",28203,"Vor dem Steintor 65","http://www.ticketmaster.de/venue/288352",NA,NA
"2248","MOERS - Evangelische Stadtkirche","Moers",47441,"Meerstrasse","http://www.ticketmaster.de/venue/288338",NA,NA
"2249","WÜRZBURG - Johanniskirche","Würzburg",97070,"Hofstallstrasse 5","http://www.ticketmaster.de/venue/288351",9.941643,49.794838
"2250","MESCHEDE - St. Walburga","Meschede",59872,"Stiftsplatz 14","http://www.ticketmaster.de/venue/288337",NA,NA
"2251","FELDKIRCH - Altes Hallenbad","Feldkirch - Österreich",6800,"Reichenfeld Park","http://www.ticketmaster.de/venue/288276",NA,NA
"2252","DORNBIRN - Club Conrad Sohm","Dornbirn - Österreich",6850,"Boden 1","http://www.ticketmaster.de/venue/288279",NA,NA
"2253","KARLSRUHE - Café NUN","Karlsruhe",76131,"Gottesauerstrasse 35","http://www.ticketmaster.de/venue/288285",NA,NA
"2254","BREGENZ - Festspiel und Kongresshaus","Bregenz - Österreich",6900,"Platz der Wiener Symphoniker 1","http://www.ticketmaster.de/venue/288281",NA,NA
"2255","LUSTENAU - Festplatz am Alten Rhein","Lustenau - Österreich",6890,"Wiesenrain","http://www.ticketmaster.de/venue/288275",NA,NA
"2256","DORTMUND - Rude Club","Dortmund",44135,"Koenigswall 1","http://www.ticketmaster.de/venue/288284",NA,NA
"2257","COBURG - BGS Gelände","Coburg",96450,"Lauterer Strasse","http://www.ticketmaster.de/venue/288282",NA,NA
"2258","TOLMIN - Sotocje (Metalcamp)","Tolmin - Slowenien",5220,"Dijaska 16","http://www.ticketmaster.de/venue/288232",NA,NA
"2259","LJUBLJANA - Mini Teater","Ljubljana - Slowenien",1000,"Stihova 6","http://www.ticketmaster.de/venue/288230",NA,NA
"2260","WARSCHAU - Bialolecki Osrodek Kultury","Warschau - Polen",3188,"Ul. Vincenta van Gogha 1","http://www.ticketmaster.de/venue/288233",NA,NA
"2261","KRAKAU - Nowohuckie Centrum Kultury","Krakau - Polen",31913,"Aleja Jana Pawla II 232","http://www.ticketmaster.de/venue/288235",NA,NA
"2262","ZARPEN - Ev. Kirche","Zarpen",23619,"Hauptstrasse 44","http://www.ticketmaster.de/venue/288224",NA,NA
"2263","DIFFERDANGE - Open Air Arena","Differdange - Luxemburg",4620,"Rue Emile Mark","http://www.ticketmaster.de/venue/288245",NA,NA
"2264","ESCH-ALZETTE - Kulturfabrik","Esch-Alzette - Luxemburg",4221,"Rue de Luxembourg 116","http://www.ticketmaster.de/venue/288243",NA,NA
"2265","BUDAPEST - Thalia Theater","Budapest - Ungarn",1065,"Nagymezo u. 19","http://www.ticketmaster.de/venue/288250",NA,NA
"2266","SOGNE - Sogne Gamle Prestegad","Sogne - Norwegen",4640,"Sognetunet","http://www.ticketmaster.de/venue/288239",NA,NA
"2267","ROESER - Luxembourg Open Air","Roeser - Luxemburg",2525,"Herchesfeld","http://www.ticketmaster.de/venue/288246",NA,NA
"2268","ERFURT - UNI-k.u.m.","Erfurt",99089,"Nordhäuser Strasse 63","http://www.ticketmaster.de/venue/288371",NA,NA
"2269","NEUSS - Kirmesplatz","Neuss",41460,"Hammer Landstrasse","http://www.ticketmaster.de/venue/288373",NA,NA
"2270","Open-Air Berlin (Hügelland Gelände)","Rüdersdorf",15562,"Am Bahnhof 1","http://www.ticketmaster.de/venue/288376",NA,NA
"2271","HAMBURG - Da Mingo","Hamburg",20359,"Friedrichstrasse 1","http://www.ticketmaster.de/venue/288369",NA,NA
"2272","Theater in der Washingtonallee","Hamburg",22111,"Washingtonallee 42","http://www.ticketmaster.de/venue/288308",NA,NA
"2273","OLDENBURG - Oldenburgisches Staatstheater","Oldenburg",26122,"Theaterwall 28","http://www.ticketmaster.de/venue/288297",NA,NA
"2274","DIEBURG - Aula der Fachhochschule","Dieburg",64807,"Max Planck Strasse 2","http://www.ticketmaster.de/venue/288289",8.854946,49.901738
"2275","BADEN BADEN  - Kurhaus (Benazet Saal)","Baden Baden",76530,"Kaiserallee 1","http://www.ticketmaster.de/venue/288293",NA,NA
"2276","MANNHEIM - Orange Club","Mannheim",68309,"Koblenzerstrasse 17-21","http://www.ticketmaster.de/venue/288300",NA,NA
"2277","GÖRLITZ - Club 2 Linden","Görlitz",2827,"Clara-Zetkin-Strasse 2","http://www.ticketmaster.de/venue/288303",NA,NA
"2278","SCHORNDORF - Manufaktur","Schorndorf",73614,"Hammerschlag 8","http://www.ticketmaster.de/venue/288295",NA,NA
"2279","KARLSRUHE - Gotec","Karlsruhe",76185,"Gablonzerstrasse 11","http://www.ticketmaster.de/venue/288313",NA,NA
"2280","NORDHAUSEN - Dom zum Heiligen Kreuz","Nordhausen",99734,"Domstrasse","http://www.ticketmaster.de/venue/288391",NA,NA
"2281","WERNIGERODE - St. Johanniskirche","Wernigerode",38855,"Pfarrstrasse 24","http://www.ticketmaster.de/venue/288397",NA,NA
"2282","WURZEN - Dom St. Marien","Wurzen",4808,"Domplatz","http://www.ticketmaster.de/venue/288394",NA,NA
"2283","Zwischenbau (ehem. Interclub)","Rostock",18059,"Erich Schlesinger Strasse 19a","http://www.ticketmaster.de/venue/288388",NA,NA
"2284","ORANIENBAUM - Stadtkirche","Oranienbaum",6785,"Brauerstrasse 26","http://www.ticketmaster.de/venue/288399",NA,NA
"2285","NEUSS - Juze Kontakt Erfttal","Neuss",41469,"Bedburger Strasse 57","http://www.ticketmaster.de/venue/288382",NA,NA
"2286","NÜRTINGEN - Kulturverein Provisorium","Nürtingen",72622,"Heiligkreuzstr. 4","http://www.ticketmaster.de/venue/288364",NA,NA
"2287","EMDEN  - JZ Alte Post","Emden",26721,"Cirksenastrasse 2a","http://www.ticketmaster.de/venue/288361",NA,NA
"2288","Jugendtheater Hamburg","Hamburg",22765,"Borselstrasse 14","http://www.ticketmaster.de/venue/288366",NA,NA
"2289","KÖLN - Theater am Tanzbrunnen","Köln",50679,"Rheinparkweg 1","http://www.ticketmaster.de/venue/288363",6.970801,50.945579
"2290","HAMBURG - Schützenhof im alten Moorkathen","Hamburg",21079,"Moorburger Kirchdeich 63","http://www.ticketmaster.de/venue/288360",NA,NA
"2291","HAMBURG - Café Seeterrassen","Hamburg",20355,"St. Petersburger Strasse 22","http://www.ticketmaster.de/venue/288368",NA,NA
"2292","REMSCHEID - Kraftstation e.V.","Remscheid",42857,"Honsbergerstr. 2","http://www.ticketmaster.de/venue/288355",NA,NA
"2293","JENA - Evangelische Stadtkirche","Jena",7743,"Kirchplatz","http://www.ticketmaster.de/venue/288332",NA,NA
"2294","BAD NAUHEIM - Dankeskirche","Bad Nauheim",61231,"Neue Kolonade","http://www.ticketmaster.de/venue/288322",NA,NA
"2295","GELDERN - Heilig Geist Kirche","Geldern",47608,"Heilig Geist Gasse 2-4","http://www.ticketmaster.de/venue/288329",NA,NA
"2296","KASSEL - Evangelische Kreuzkirche","Kassel",34119,"Luisenstrasse 13","http://www.ticketmaster.de/venue/288333",NA,NA
"2297","HERFORD - Münsterkirche","Herford",32052,"Münsterkirchplatz 5","http://www.ticketmaster.de/venue/288331",NA,NA
"2298","KAUFBEUREN - St. Martin","Kaufbeuren",87600,"Pfarrgasse 18","http://www.ticketmaster.de/venue/288334",NA,NA
"2299","ERFURT - From Hell","Erfurt",99092,"Flughafenstrasse","http://www.ticketmaster.de/venue/288319",NA,NA
"2300","MÜNCHEN - Postpalast","München",80335,"Wredestrasse 10","http://www.ticketmaster.de/venue/288216",NA,NA
"2301","KÜNZELL - Alte Piesel","Künzell",36093,"Diorolfstrasse 7","http://www.ticketmaster.de/venue/288215",NA,NA
"2302","GENT - Flanders Expo","Gent - Belgium",9051,"Maaltekouter 1","http://www.ticketmaster.de/venue/288222",NA,NA
"2303","BERLIN - Deutsches Technikmuseum","Berlin",10963,"Trebbiner Strasse 9","http://www.ticketmaster.de/venue/288223",NA,NA
"2304","HETTSTEDT - St. Jacobikirche","Hettstedt",6333,"Kirchplatz 1","http://www.ticketmaster.de/venue/288401",NA,NA
"2305","HARZGERODE - St. Marienkirche","Harzgerode",6493,"Mittelstrasse / Markt","http://www.ticketmaster.de/venue/288398",NA,NA
"2306","CUNEWALDE - Dorfkirche","Cunewalde",2733,"Kirchweg 1","http://www.ticketmaster.de/venue/288404",NA,NA
"2307","NIEGRIPP - Kreuzkirche","Niegripp",39291,"Burg","http://www.ticketmaster.de/venue/288395",NA,NA
"2308","Münze","Berlin",10179,"Molkenmarkt 2","http://www.ticketmaster.de/venue/288408",NA,NA
"2309","DELITZSCH - Schlosskeller","Delitzsch",4509,"Schlossstrasse 31","http://www.ticketmaster.de/venue/288406",NA,NA
"2310","Capitol Eupen","Eupen bei Aachen - Belgien",4700,"Neustrasse 79","http://www.ticketmaster.de/venue/288266",NA,NA
"2311","EUPEN - Open Air Eupen bei Aachen","Eupen - Belgien",4700,"Industriestrasse","http://www.ticketmaster.de/venue/288264",NA,NA
"2312","PRAG - Divadlo U Hasicu","Prag - Tschechien",12000,"Rimska 45","http://www.ticketmaster.de/venue/288257",NA,NA
"2313","USTER - Rock City","Uster - Schweiz",8610,"Aathalstrasse 76","http://www.ticketmaster.de/venue/288259",NA,NA
"2314","BORGERHOUT - Hof Ter Lo","Borgerhout-Antwerp - Belgien",2140,"Noordersingel 30","http://www.ticketmaster.de/venue/288265",NA,NA
"2315","DORNBIRN - Spielboden Dornbirn","Dornbirn - Österreich",6850,"Färbergasse 15","http://www.ticketmaster.de/venue/288267",NA,NA
"2316","ARHUS - Helsingor Theater","Arhus - Dänemark",8000,"Viborgvej 2","http://www.ticketmaster.de/venue/288256",NA,NA
"2317","HILLEROD - Stoberihallen","Hillerod - Dänemark",3400,"Nordstensvej 1","http://www.ticketmaster.de/venue/288254",NA,NA
"2318","WIEN - Schloss Schönbrunn (Ehrenhof)","Wien - Österreich",1130,"U4 Station Schönbrunn","http://www.ticketmaster.de/venue/288273",NA,NA
"2319","HAGEN - Johanniskirche","Hagen",58095,"Am Markt","http://www.ticketmaster.de/venue/288434",NA,NA
"2320","BREMEN - Unser Lieben Frauen Kirche","Bremen",28195,"Liebfrauenkirchhof 27","http://www.ticketmaster.de/venue/288426",NA,NA
"2321","KREFELD  - Friedenskirche","Krefeld",47799,"Luisenplatz 1","http://www.ticketmaster.de/venue/288418",6.56873,51.332441
"2322","ESSEN - Evangelische Kirche Werden","Essen",45239,"Heckstrasse 54","http://www.ticketmaster.de/venue/288419",NA,NA
"2323","Pauluskirche","Magdeburg",39108,"Goethestrasse 28","http://www.ticketmaster.de/venue/288429",NA,NA
"2324","DUISBURG - Erlöserkirche","Duisburg-Rheinhausen",47226,"Beethovenstrasse 18b","http://www.ticketmaster.de/venue/288431",6.71519,51.404668
"2325","CHEMNITZ (D) - St. Trinitatiskirche","Chemnitz",9131,"Trinitatisstrasse 7","http://www.ticketmaster.de/venue/288415",NA,NA
"2326","Akzent Classic Hotel","Glinde",21509,"Am Sportplatz 98b","http://www.ticketmaster.de/venue/288423",NA,NA
"2327","LEVERKUSEN - Herz Jesu Kirche","Leverkusen",51373,"Marktplatz 1","http://www.ticketmaster.de/venue/288435",NA,NA
"2328","Altstädter Nicolaikirche","Bielefeld",33602,"Altstädter Kirchstrasse 12a","http://www.ticketmaster.de/venue/288430",8.532193,52.021069
"2329","BONN - Kreuzkirche","Bonn",53113,"Kaiserplatz","http://www.ticketmaster.de/venue/288421",7.102592,50.731819
"2330","St. Johanniskirche","Lüneburg",21335,"Bei der St. Johanniskirche 2","http://www.ticketmaster.de/venue/288422",NA,NA
"2331","Alte Kirche am Markt","Nordhorn",48529,"Am Markt 1","http://www.ticketmaster.de/venue/288432",NA,NA
"2332","Haardter Kirche","Siegen",57076,"Setzer Weg 4","http://www.ticketmaster.de/venue/288437",NA,NA
"2333","MÜNSTER - Erlöserkirche","Münster",48145,"Friedrichstrasse 10","http://www.ticketmaster.de/venue/288433",NA,NA
"2334","U-Club","Wuppertal-Elberfeld",42117,"Friedrich-Ebert-Strasse 191","http://www.ticketmaster.de/venue/288420",NA,NA
"2335","HANNOVER (D) - Neustädter Hof- und Stadtkirche","Hannover",30169,"Rote Reihe 8","http://www.ticketmaster.de/venue/288417",NA,NA
"2336","St. Ägidienkirche","Lübeck",23552,"Ägidienkirchhof","http://www.ticketmaster.de/venue/288424",NA,NA
"2337","Ringkirche","Wiesbaden",65197,"Kaiser Friedrich Ring","http://www.ticketmaster.de/venue/288438",NA,NA
"2338","KÖLN - Rubin Rot","Köln",50823,"Sömmeringstrasse 9","http://www.ticketmaster.de/venue/288411",NA,NA
"2339","LocationName","Giessen",35392,"Wartweg 9","http://www.ticketmaster.de/venue/288414",NA,NA
"2340","AACHEN - Heilig Kreuz Kirche","Aachen",52062,"Pontstrasse","http://www.ticketmaster.de/venue/288412",NA,NA
"2341","BRANDENBURG - Dom St. Peter und Paul","Brandenburg",14770,"Burghof 9","http://www.ticketmaster.de/venue/288403",NA,NA
"2342","DELITZSCH - Bürgerhaus","Delitzsch",4509,"Securiusstrasse 34","http://www.ticketmaster.de/venue/288407",NA,NA
"2343","St. Pankratius","Dülmen-Buldern",48249,"Nottulner Strasse 1","http://www.ticketmaster.de/venue/288413",NA,NA
"2344","WORPSWEDE - Music Hall","Worpswede",27726,"Findorffstrasse 21","http://www.ticketmaster.de/venue/288385",NA,NA
"2345","WIEREN - Gasthaus Alt Wieren","Wieren",29568," Hauptstrasse 55","http://www.ticketmaster.de/venue/288378",NA,NA
"2346","GÖTTINGEN - Exil","Göttingen",37073,"Prinzenstrasse 13","http://www.ticketmaster.de/venue/288379",NA,NA
"2347","GEISLEDEN - St. Cosmas + Damian","Geisleden",37308,"Kirchgasse 2","http://www.ticketmaster.de/venue/288389",NA,NA
"2348","RÜSSELSHEIM - Das Rind","Rüsselsheim",65428,"Mainstrasse 11","http://www.ticketmaster.de/venue/288380",NA,NA
"2349","Kurzentrum Bad Suderode","Bad Suderode",6507,"Felsenkellerpromenade 4","http://www.ticketmaster.de/venue/288377",NA,NA
"2350","STORKOW - Ev. Kirche","Storkow",15859,"Altstadt 25","http://www.ticketmaster.de/venue/288390",NA,NA
"2351","SIEGBURG - Kubana","Siegburg",53721,"Zeithstrasse 100","http://www.ticketmaster.de/venue/287807",NA,NA
"2352","BERLIN - Universität der Künste (Konzertsaal)","Berlin",10623,"Hardenbergstrasse 1b","http://www.ticketmaster.de/venue/287810",13.328016,52.508765
"2353","HAMBURG - Theater in der Basilika","Hamburg",22765,"Borselstrasse 14-16","http://www.ticketmaster.de/venue/287809",NA,NA
"2354","WALTERSHAUSEN - Freizeitzentrum Gleisdreieck","Waltershausen",99880,"Steinbachstrasse 18","http://www.ticketmaster.de/venue/287805",NA,NA
"2355","GÖRLITZ - Studio G","Görlitz",2826,"Berliner Strasse","http://www.ticketmaster.de/venue/287819",NA,NA
"2356","Restaurant Rhodos/Lindenhof","Westerhorn",25364,"Bahnhofstrasse 25","http://www.ticketmaster.de/venue/287816",NA,NA
"2357","REGENSBURG - Kulturspeicher","Regensburg",93055,"Bruderwöhrdstrasse 15","http://www.ticketmaster.de/venue/287812",NA,NA
"2358","GELNHAUSEN - Sport und Kulturhalle","Gelnhausen-Meerholz",63571,"Am Viadukt","http://www.ticketmaster.de/venue/287768",NA,NA
"2359","DRESDEN - Internationales Congress Center","Dresden",1067,"Ostraufer / Devrienstrasse 10-12","http://www.ticketmaster.de/venue/287769",NA,NA
"2360","MARBURG - Knubbel","Marburg",35037,"Schwanallee 27-31","http://www.ticketmaster.de/venue/287775",NA,NA
"2361","WÜNSDORF - Freilichtbühne Waldstadt","Wünsdorf bei Berlin",15838,"Platz vor dem Haus der Offiziere","http://www.ticketmaster.de/venue/287774",NA,NA
"2362","JENA - Hörsaal 1 der FSU Jena","Jena",7743,"Ernst Abbe Platz","http://www.ticketmaster.de/venue/287738",NA,NA
"2363","BRAUNSCHWEIG - Dom St. Blasii","Braunschweig",38100,"Domplatz 5","http://www.ticketmaster.de/venue/287741",NA,NA
"2364","NEU-ULM - Discothek A7 (Club Liberty)","Neu-Ulm",89231,"Lessingerstrasse 8","http://www.ticketmaster.de/venue/287739",NA,NA
"2365","MÜRITZSEE - Kultukosmos Gelände Lärz","Müritzsee",17248,"Flugplatz","http://www.ticketmaster.de/venue/287742",NA,NA
"2366","VELBERT - Forum Niederberg","Velbert",42553,"Oststrasse 20","http://www.ticketmaster.de/venue/287744",NA,NA
"2367","HANNOVER - Cafe Glocksee","Hannover",30169,"Glockseestrasse 35","http://www.ticketmaster.de/venue/287734",NA,NA
"2368","STUTTGART - Discopark Alfa","Stuttgart",70565,"Am Wallgraben 142","http://www.ticketmaster.de/venue/287740",NA,NA
"2369","LÜBECK - Schuppen 9 (Grosser Saal)","Lübeck",23552,"An der Untertrave 1a","http://www.ticketmaster.de/venue/287736",NA,NA
"2370","HERNE - Gysenberghalle","Herne",44627,"Am Revierpark 22","http://www.ticketmaster.de/venue/287737",NA,NA
"2371","TUTTLINGEN - Honberg Sommer","Tuttlingen",78532,"Honberg Tuttlingen","http://www.ticketmaster.de/venue/287746",NA,NA
"2372","HAMBURG - Fliegende Bauten","Hamburg",20359,"Glacischaussee 4","http://www.ticketmaster.de/venue/287843",9.971304,53.551146
"2373","BRANDENBURG - Bühne am Heinrich Heine Ufer","Brandenburg",14776,"Heinrich Heine Ufer","http://www.ticketmaster.de/venue/287834",NA,NA
